,Player Name,Seasons in NBA,First Season Played,Last Season Played
4227,Mile Ilić,1,2007,2007
4228,Ognjen Kuzmić,2,2014,2015
4229,Damir Markota,1,2007,2007
4230,Džanan Musa,2,2019,2020
4231,Jusuf Nurkić,8,2015,2022
4232,Zoran Planinić,3,2004,2006
4233,Vladimir Radmanović,12,2002,2013
4234,Mirza Teletović,6,2013,2018
4235,Ratko Varda,1,2002,2002
4236,Ivica Zubac,6,2017,2022
4237,Rafael Araújo,3,2005,2007
4238,Leandro Barbosa,14,2004,2017
4239,Bruno Caboclo,7,2015,2021
4240,Vítor Luiz Faverani,1,2014,2014
4241,Cristiano Felício,6,2016,2021
4242,Rolando Ferreira,1,1989,1989
4243,Alex Garcia,2,2004,2005
4244,Nenê,17,2003,2019
4245,Marcelo Huertas,2,2016,2017
4246,Didi Louzada,2,2021,2022
4247,Fab Melo,1,2013,2013
4248,Raul Neto,7,2016,2022
4249,Lucas Nogueira,4,2015,2018
4250,Tiago Splitter,7,2011,2017
4251,Anderson Varejão,14,2005,2021
4252,João Vianna,1,1992,1992
4253,Marcus Vinicius,2,2007,2008
4254,Georgi Glouchkov,1,1986,1986
4255,Ruben Boumtje-Boumtje,3,2002,2004
4256,Joel Embiid,6,2017,2022
4257,Luc Mbah a Moute,12,2009,2020
4258,Pascal Siakam,6,2017,2022
4259,Kyle Alexander,1,2020,2020
4260,Nickeil Alexander-Walker,3,2020,2022
4261,Joel Anthony,10,2008,2017
4262,Norm Baker,1,1947,1947
4263,Dalano Banton,1,2022,2022
4264,RJ Barrett,3,2020,2022
4265,Anthony Bennett,4,2014,2017
4266,Sim Bhullar,1,2015,2015
4267,Khem Birch,5,2018,2022
4268,Oshae Brissett,3,2020,2022
4269,Dillon Brooks,5,2018,2022
4270,Brandon Clarke,3,2020,2022
4271,Ron Crevier,1,1986,1986
4272,Bobby Croft,1,1971,1971
4273,Nate Darling,1,2021,2021
4274,Luguentz Dort,3,2020,2022
4275,Chris Duarte,1,2022,2022
4276,Tyler Ennis,4,2015,2018
4277,Rick Fox,13,1992,2004
4278,Shai Gilgeous-Alexander,4,2019,2022
4279,Stewart Granger,3,1984,1987
4280,Bob Houbregs,5,1954,1958
4281,Cory Joseph,11,2012,2022
4282,Kris Joseph,1,2013,2013
4283,Mfiondu Kabengele,2,2020,2021
4284,Trey Lyles,7,2016,2022
4285,Todd MacCulloch,4,2000,2003
4286,Jamaal Magloire,12,2001,2012
4287,Naz Mitrou-Long,3,2018,2020
4288,Mychal Mulder,3,2020,2022
4289,Jamal Murray,5,2017,2021
4290,Andrew Nicholson,5,2013,2017
4291,Kelly Olynyk,9,2014,2022
4292,Kevin Pangos,1,2022,2022
4293,Dwight Powell,8,2015,2022
4294,Joshua Primo,1,2022,2022
4295,Xavier Rathan-Mayes,1,2018,2018
4296,Leo Rautins,2,1984,1985
4297,Marial Shayok,1,2020,2020
4298,Mike Smrek,7,1986,1992
4299,Gino Sovran,1,1947,1947
4300,Nik Stauskas,6,2015,2022
4301,Tristan Thompson,11,2012,2022
4302,Ernie Vandeweghe,6,1950,1956
4303,Bill Wennington,13,1986,2000
4304,Andrew Wiggins,8,2015,2022
4305,Lindell Wigginton,1,2022,2022
4306,Jim Zoet,1,1983,1983
4307,Edy Tavares,2,2016,2017
4308,Mengke Bateer,3,2002,2004
4309,Yi Jianlian,5,2008,2012
4310,Tom Meschery,10,1962,1971
4311,Yao Ming,8,2003,2011
4312,Zhou Qi,2,2018,2019
4313,Sun Yue,1,2009,2009
4314,Wang Zhizhi,5,2001,2005
4315,Jaime Echenique,1,2022,2022
4316,Duje Dukan,1,2016,2016
4317,Gordan Giriček,6,2003,2008
4318,Mario Hezonja,5,2016,2020
4319,Mario Kasun,2,2005,2006
4320,Toni Kukoč,13,1994,2006
4321,Kosta Perović,1,2008,2008
4322,Dražen Petrović,4,1990,1993
4323,Dino Radja,4,1994,1997
4324,Damjan Rudež,3,2015,2017
4325,Luka Šamanić,2,2020,2021
4326,Dario Šarić,5,2017,2021
4327,Predrag Savović,1,2003,2003
4328,Peja Stojaković,13,1999,2011
4329,Bruno Šundov,7,1999,2005
4330,Žan Tabak,6,1995,2001
4331,Roko Ukić,2,2009,2010
4332,Stojko Vranković,5,1991,1999
4333,Ante Žižić,3,2018,2020
4334,Lazaro Borrell,1,2000,2000
4335,Al Cueto,2,1970,1971
4336,Andrés Guibert,2,1994,1995
4337,Vit Krejci,1,2022,2022
4338,Tomáš Satoranský,6,2017,2022
4339,Jan Veselý,3,2012,2014
4340,Jiří Welsch,4,2003,2006
4341,George Zídek,3,1996,1998
4342,Bismack Biyombo,11,2012,2022
4343,Christian Eyenga,2,2011,2012
4344,D.J. Mbenga,7,2005,2011
4345,Jonathan Kuminga,1,2022,2022
4346,Emmanuel Mudiay,6,2016,2022
4347,Dikembe Mutombo,18,1992,2009
4348,Lars Hansen,1,1979,1979
4349,Gabriel Lundberg,1,2022,2022
4350,Garth Joseph,1,2001,2001
4351,Ángel Delgado,1,2019,2019
4352,Luis Flores,1,2005,2005
4353,Francisco García,10,2006,2015
4354,Al Horford,15,2008,2022
4355,Tito Horford,3,1989,1994
4356,Felipe López,4,1999,2002
4357,Luis Montero,2,2016,2018
4358,Alaa Abdelnaby,5,1991,1995
4359,Abdel Nader,5,2018,2022
4360,Martin Müürsepp,2,1997,1998
4361,Lauri Markkanen,5,2018,2022
4362,Hanno Möttölä,2,2001,2002
4363,Tariq Abdul-Wahad,6,1998,2003
4364,Alexis Ajinça,7,2009,2017
4365,Joel Ayayi,1,2022,2022
4366,Nicolas Batum,14,2009,2022
4367,Petr Cornelie,1,2022,2022
4368,Nando De Colo,2,2013,2014
4369,Boris Diaw,14,2004,2017
4370,Yakhouba Diawara,4,2007,2010
4371,Evan Fournier,10,2013,2022
4372,Rudy Gobert,9,2014,2022
4373,Jaylen Hoard,3,2020,2022
4374,William Howard,1,2020,2020
4375,Joffrey Lauvergne,4,2015,2018
4376,Timothé Luwawu-Cabarrot,6,2017,2022
4377,Ian Mahinmi,12,2008,2020
4378,Théo Maledon,2,2021,2022
4379,Cozell McQueen,1,1987,1987
4380,Jérôme Moïso,5,2001,2005
4381,Adam Mokoka,2,2020,2021
4382,Erik Murphy,1,2014,2014
4383,Elie Okobo,2,2019,2020
4384,Johan Petro,8,2006,2013
4385,Vincent Poirier,2,2020,2021
4386,Antoine Rigaudeau,1,2003,2003
4387,Olivier Sarr,1,2022,2022
4388,Michael Stewart,8,1998,2005
4389,Pape Sy,1,2011,2011
4390,Killian Tillie,2,2021,2022
4391,Axel Toupane,3,2016,2021
4392,Dominique Wilkins,15,1983,1999
4393,Guerschon Yabusele,2,2018,2019
4394,Damien Inglis,1,2016,2016
4395,Kevin Séraphin,7,2011,2017
4396,Stéphane Lasme,1,2008,2008
4397,Chris Silva,3,2020,2022
4398,Goga Bitadze,3,2020,2022
4399,Zaza Pachulia,16,2004,2019
4400,Tornike Shengelia,2,2013,2014
4401,Vladimir Stepania,6,1999,2004
4402,Jake Tsakalidis,7,2001,2007
4403,Nikoloz Tskitishvili,4,2003,2006
4404,Dalibor Bagarić,3,2001,2003
4405,Uwe Blab,5,1986,1990
4406,Isaac Bonga,4,2019,2022
4407,Carlos Boozer,13,2003,2015
4408,Shawn Bradley,12,1994,2005
4409,John Brown,7,1974,1980
4410,Kenton Edelin,1,1985,1985
4411,Jo Jo English,3,1993,1995
4412,Frido Frey,1,1947,1947
4413,Donté Greene,4,2009,2012
4414,Elias Harris,1,2014,2014
4415,Charlie Hoefer,2,1947,1948
4416,Maxi Kleber,5,2018,2022
4417,Dirk Nowitzki,21,1999,2019
4418,Tim Ohlbrecht,1,2013,2013
4419,Tibor Pleiß,1,2016,2016
4420,Anthony Randolph,6,2009,2014
4421,Detlef Schrempf,16,1986,2001
4422,Dennis Schröder,9,2014,2022
4423,Daniel Theis,5,2018,2022
4424,Kiki Vandeweghe,13,1981,1993
4425,Franz Wagner,1,2022,2022
4426,Moritz Wagner,4,2019,2022
4427,Duane Washington,2,1988,1993
4428,Duane Washington Jr.,1,2022,2022
4429,Chris Welp,3,1988,1990
4430,Paul Zipser,2,2017,2018
4431,Ben Bentil,1,2017,2017
4432,Amida Brimah,1,2021,2021
4433,Giannis Antetokounmpo,9,2014,2022
4434,Kostas Antetokounmpo,3,2019,2021
4435,Thanasis Antetokounmpo,4,2016,2022
4436,Antonis Fotsis,1,2002,2002
4437,Andreas Glyniadakis,1,2007,2007
4438,Georgios Kalaitzakis,1,2022,2022
4439,Georgios Papagiannis,2,2017,2018
4440,Kostas Papanikolaou,2,2015,2016
4441,Efthimios Rentzias,1,2003,2003
4442,Vassilis Spanoulis,1,2007,2007
4443,Rodrigue Beaubois,4,2010,2013
4444,Mickaël Gelabale,3,2007,2013
4445,Mickaël Piétrus,10,2004,2013
4446,Mamadi Diakite,2,2021,2022
4447,Sekou Doumbouya,3,2020,2022
4448,Rawle Marshall,2,2006,2007
4449,Jason Miskiri,1,2000,2000
4450,Samuel Dalembert,13,2002,2015
4451,Yvon Joseph,1,1986,1986
4452,Skal Labissière,4,2017,2020
4453,Olden Polynice,15,1988,2004
4454,Yves Pons,1,2022,2022
4455,Kornél Dávid,3,1999,2001
4456,Pétur Guðmundsson,4,1982,1989
4457,Pat Burke,3,2003,2007
4458,Hamed Haddadi,5,2009,2013
4459,Deni Avdija,2,2021,2022
4460,Omri Casspi,10,2010,2019
4461,T.J. Leaf,4,2018,2021
4462,Gal Mekel,2,2014,2015
4463,Andrea Bargnani,10,2007,2016
4464,Marco Belinelli,13,2008,2020
4465,Hank Biasatti,1,1947,1947
4466,Gigi Datome,2,2014,2015
4467,Vincenzo Esposito,1,1996,1996
4468,Danilo Gallinari,13,2009,2022
4469,Reggie Jackson,11,2012,2022
4470,Nico Mannion,1,2021,2021
4471,Nicolò Melli,2,2020,2021
4472,Stefano Rusconi,1,1996,1996
4473,Rui Hachimura,3,2020,2022
4474,Yuta Tabuse,1,2005,2005
4475,Cam Thomas,1,2022,2022
4476,Yuta Watanabe,4,2019,2022
4477,Dairis Bertāns,1,2019,2019
4478,Dāvis Bertāns,6,2017,2022
4479,Andris Biedriņš,10,2005,2014
4480,Rodions Kurucs,3,2019,2021
4481,Anžejs Pasečņiks,2,2020,2021
4482,Kristaps Porziņģis,6,2016,2022
4483,Gundars Vētra,1,1993,1993
4484,Steve Kerr,15,1989,2003
4485,Rony Seikaly,11,1989,1999
4486,Martynas Andriuškevičius,1,2006,2006
4487,Ignas Brazdeikis,3,2020,2022
4488,Zydrunas Ilgauskas,13,1998,2011
4489,Šarūnas Jasikevičius,2,2006,2007
4490,Linas Kleiza,7,2006,2013
4491,Arnoldas Kulboka,1,2022,2022
4492,Mindaugas Kuzminskas,2,2017,2018
4493,Arvydas Macijauskas,1,2006,2006
4494,Šarūnas Marčiulionis,7,1990,1997
4495,Donatas Motiejūnas,6,2013,2019
4496,Arvydas Sabonis,7,1996,2003
4497,Deividas Sirvydis,2,2021,2022
4498,Darius Songaila,8,2004,2011
4499,Jonas Valančiūnas,10,2013,2022
4500,Alvin Jones,1,2002,2002
4501,Cheick Diallo,5,2017,2022
4502,Soumaila Samake,2,2001,2003
4503,Ronny Turiaf,10,2006,2015
4504,Gustavo Ayón,3,2012,2014
4505,Jorge Gutiérrez,3,2014,2016
4506,Horacio Llamas,2,1997,1998
4507,Eduardo Nájera,12,2001,2012
4508,Predrag Drobnjak,4,2002,2005
4509,Nikola Mirotić,5,2015,2019
4510,Žarko Paspalj,1,1990,1990
4511,Sasha Pavlović,10,2004,2013
4512,Nikola Peković,6,2011,2016
4513,Aleksandar Radojević,2,2000,2005
4514,Marko Simonovic,1,2022,2022
4515,Mike Flynn,3,1976,1978
4516,Hank Beenders,3,1947,1949
4517,Francisco Elson,9,2004,2012
4518,Dan Gadzuric,10,2003,2012
4519,Geert Hammink,3,1994,1996
4520,Swen Nater,11,1974,1984
4521,Rik Smits,12,1989,2000
4522,Steven Adams,9,2014,2022
4523,Aron Baynes,9,2013,2021
4524,Sean Marks,11,1999,2011
4525,Kirk Penney,2,2004,2005
4526,Precious Achiuwa,2,2021,2022
4527,Solomon Alabi,2,2011,2012
4528,Peter Aluma,1,1999,1999
4529,Udoka Azubuike,2,2021,2022
4530,Charles Bassey,1,2022,2022
4531,Yinka Dare,4,1995,1998
4532,Obinna Ekezie,4,2000,2005
4533,Festus Ezeli,3,2013,2016
4534,Julius Nwosu,1,1995,1995
4535,Josh Okogie,4,2019,2022
4536,Hakeem Olajuwon,18,1985,2002
4537,Michael Olowokandi,9,1999,2007
4538,Eugene Omoruyi,1,2022,2022
4539,Olumide Oyedeji,3,2001,2003
4540,Torgeir Bryn,1,1990,1990
4541,Rolando Blackman,13,1982,1994
4542,Gary Forbes,2,2011,2012
4543,Rubén Garcés,1,2001,2001
4544,Stuart Gray,7,1985,1991
4545,Marcin Gortat,12,2008,2019
4546,Maciej Lampe,3,2004,2006
4547,Cezary Trybański,2,2003,2004
4548,Neemias Queta,1,2022,2022
4549,Carlos Arroyo,9,2002,2011
4550,J.J. Barea,14,2007,2020
4551,Gian Clavell,1,2018,2018
4552,Guillermo Díaz,1,2008,2008
4553,Butch Lee,2,1979,1980
4554,José Ortiz,2,1989,1990
4555,Peter John Ramos,1,2005,2005
4556,Ramón Rivas,1,1989,1989
4557,Ha Seung-Jin,2,2005,2006
4558,Pero Antić,2,2014,2015
4559,Cedi Osman,5,2018,2022
4560,Serge Ibaka,13,2010,2022
4561,Ernie Grunfeld,9,1978,1986
4562,Gheorghe Mureșan,6,1994,2000
4563,Chris Boucher,5,2018,2022
4564,Adonal Foyle,12,1998,2009
4565,Gorgui Dieng,9,2014,2022
4566,DeSagana Diop,12,2002,2013
4567,Tacko Fall,3,2020,2022
4568,Karim Mané,1,2021,2021
4569,Hamady N'Diaye,3,2011,2014
4570,Makhtar N'Diaye,1,1999,1999
4571,Mamadou N'Diaye,5,2001,2005
4572,Boniface N'Dong,1,2006,2006
4573,Maurice Ndour,1,2017,2017
4574,Cheikh Samb,2,2008,2009
4575,Mouhamed Sene,3,2007,2009
4576,Pape Sow,3,2005,2007
4577,Miloš Babić,2,1991,1992
4578,Nemanja Bjelica,7,2016,2022
4579,Bogdan Bogdanović,5,2018,2022
4580,Žarko Čabarkapa,3,2004,2006
4581,Radisav Ćurčić,1,1993,1993
4582,Rastko Cvetković,1,1996,1996
4583,Vlade Divac,16,1990,2005
4584,Marko Guduric,1,2020,2020
4585,Marko Jarić,7,2003,2009
4586,Nikola Jokić,7,2016,2022
4587,Nenad Krstić,7,2005,2011
4588,Boban Marjanović,7,2016,2022
4589,Darko Miličić,10,2004,2013
4590,Nemanja Nedović,1,2014,2014
4591,Aleksej Pokusevski,2,2021,2022
4592,Miroslav Raduljica,2,2014,2015
4593,Igor Rakočević,1,2003,2003
4594,Željko Rebrača,5,2002,2006
4595,Alen Smailagić,2,2020,2021
4596,Dragan Tarlać,1,2001,2001
4597,Miloš Teodosić,2,2018,2019
4598,Mirsad Türkcan,1,2000,2000
4599,Slavko Vraneš,1,2004,2004
4600,Aleksandar Djordjevic,1,1997,1997
4601,Richard Petruška,1,1994,1994
4602,Primož Brezec,8,2002,2010
4603,Vlatko Čančar,3,2020,2022
4604,Luka Dončić,4,2019,2022
4605,Goran Dragić,14,2009,2022
4606,Zoran Dragić,1,2015,2015
4607,Marko Milič,2,1998,1999
4608,Boštjan Nachbar,6,2003,2008
4609,Rasho Nesterović,12,1999,2010
4610,Uroš Slokar,1,2007,2007
4611,Beno Udrih,13,2005,2017
4612,Sasha Vujačić,10,2005,2017
4613,Steve Nash,18,1997,2014
4614,Deng Adel,1,2019,2019
4615,Manute Bol,10,1986,1995
4616,Luol Deng,15,2005,2019
4617,Deng Gai,1,2006,2006
4618,Thon Maker,5,2017,2021
4619,Álex Abrines,3,2017,2019
4620,Santi Aldama,1,2022,2022
4621,Wallace Bryant,3,1984,1986
4622,José Calderón,14,2006,2019
4623,Victor Claver,3,2013,2015
4624,Rudy Fernández,4,2009,2012
4625,Jorge Garbajosa,2,2007,2008
4626,Usman Garuba,1,2022,2022
4627,Marc Gasol,13,2009,2021
4628,Pau Gasol,18,2002,2019
4629,Juancho Hernangómez,6,2017,2022
4630,Willy Hernangómez,6,2017,2022
4631,Raül López,2,2004,2005
4632,Fernando Martín,1,1987,1987
4633,Juan Carlos Navarro,1,2008,2008
4634,Sergio Rodríguez,5,2007,2017
4635,Ricky Rubio,11,2012,2022
4636,Wally Szczerbiak,10,2000,2009
4637,Bol Bol,3,2020,2022
4638,Wenyen Gabriel,3,2020,2022
4639,Jonas Jerebko,9,2010,2019
4640,Miles Simon,1,1999,1999
4641,Jeff Taylor,3,2013,2015
4642,Clint Capela,8,2015,2022
4643,Enes Freedom,11,2012,2022
4644,Thabo Sefolosha,14,2007,2020
4645,Nikola Vučević,11,2012,2022
4646,Joe Alexander,2,2009,2010
4647,Ken Charles,5,1974,1978
4648,Carl Herrera,8,1992,1999
4649,Salah Mejri,4,2016,2019
4650,Furkan Aldemir,1,2015,2015
4651,Ömer Aşık,8,2011,2018
4652,Semih Erden,2,2011,2012
4653,Ersan İlyasova,13,2007,2021
4654,Furkan Korkmaz,5,2018,2022
4655,Ibo Kutluay,1,2005,2005
4656,Mehmet Okur,10,2003,2012
4657,Alperen Şengün,1,2022,2022
4658,Hedo Türkoğlu,15,2001,2015
4659,Omer Yurtseven,1,2022,2022
4660,Raja Bell,12,2001,2012
4661,Charles Claxton,1,1996,1996
4662,Tim Duncan,19,1998,2016
4663,Joel Bolomboy,2,2017,2018
4664,Kyrylo Fesenko,5,2008,2012
4665,Viktor Khryapa,4,2005,2008
4666,Viacheslav Kravtsov,2,2013,2014
4667,Alex Len,9,2014,2022
4668,Stanislav Medvedenko,7,2001,2007
4669,Svi Mykhailiuk,4,2019,2022
4670,Oleksiy Pecherov,3,2008,2010
4671,Vitaly Potapenko,11,1997,2007
4672,OG Anunoby,5,2018,2022
4673,Robert Archibald,2,2003,2004
4674,Kelenna Azubuike,5,2007,2012
4675,Steve Bucknall,1,1990,1990
4676,James Donaldson,14,1981,1995
4677,Ndudi Ebi,2,2004,2005
4678,Joel Freeland,3,2013,2015
4679,Ben Gordon,11,2005,2015
4680,Woody Grimshaw,1,1947,1947
4681,Chris Harris,1,1956,1956
4682,Pops Mensah-Bonsu,4,2007,2011
4683,Admiral Schofield,2,2020,2022
4684,Hasheem Thabeet,5,2010,2014
4685,Esteban Batista,2,2006,2007
4686,Óscar Torres,2,2002,2003
4687,Greivis Vásquez,7,2011,2017
